płeć,wiek,kierunek_wykształcenia,poziom_wykształcenia,Źródło,Student,Trans
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
NA,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
female,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
female,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
female,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
female,NA,NA,NA,PyData 2018,NA,NA
female,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
female,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
female,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
NA,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
female,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
female,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
female,NA,NA,NA,PyData 2018,NA,NA
female,NA,NA,NA,PyData 2018,NA,NA
female,NA,NA,NA,PyData 2018,NA,NA
female,NA,NA,NA,PyData 2018,NA,NA
female,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
female,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
female,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
female,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
NA,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
female,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
female,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
female,NA,NA,NA,PyData 2018,NA,NA
